area_sqft,bhk,bathrooms,balconies,parking,age_years,floor,total_floors,property_type,furnishing,availability,location,amenities_score,distance_to_center_km,nearby_schools,nearby_hospitals,price
3568,5,5,2.0,2.0,13,3,5,Apartment,Furnished,Ready to Move,Sarjapur Road,5.0,13.7,1.0,1,27760000
708,2,3,1.0,0.0,4,1,15,Apartment,Furnished,Ready to Move,Marathahalli,6.3,16.7,4.0,3,5080000
1212,3,3,2.0,0.0,0,5,15,Villa,Semi-Furnished,Ready to Move,Yelahanka,3.8,18.4,5.0,4,8270000
488,1,1,1.0,0.0,23,24,25,Apartment,Furnished,Ready to Move,Indiranagar,8.8,10.4,3.0,2,7870000
1395,3,3,1.0,2.0,2,2,3,Independent House,Furnished,Ready to Move,Marathahalli,4.5,19.9,1.0,3,15170000
898,2,2,0.0,2.0,14,4,10,Apartment,Semi-Furnished,Ready to Move,Marathahalli,5.7,9.4,4.0,4,5710000
385,1,2,0.0,1.0,13,4,10,Apartment,Unfurnished,Under Construction,Marathahalli,6.6,13.5,1.0,1,1930000
874,2,2,2.0,1.0,1,1,10,Apartment,Furnished,Ready to Move,Sarjapur Road,4.1,18.8,0.0,4,6530000
1372,3,4,2.0,1.0,5,13,25,Apartment,Semi-Furnished,Ready to Move,HSR Layout,5.4,12.9,2.0,1,12850000
830,2,2,1.0,,0,1,10,Apartment,Semi-Furnished,Under Construction,Jayanagar,8.1,10.3,2.0,0,8460000
2274,4,4,2.0,0.0,3,3,10,Apartment,Unfurnished,Under Construction,Whitefield,3.1,16.9,0.0,4,12170000
651,1,1,0.0,2.0,10,4,7,Independent House,Semi-Furnished,Ready to Move,Electronic City,3.9,20.4,4.0,2,3960000
1968,4,4,2.0,0.0,2,7,7,Villa,Semi-Furnished,Under Construction,Indiranagar,9.7,9.1,4.0,2,41350000
1464,3,3,2.0,1.0,0,4,7,Apartment,Semi-Furnished,Ready to Move,Marathahalli,3.8,9.0,3.0,1,11150000
539,2,2,2.0,0.0,5,2,3,Apartment,Unfurnished,Ready to Move,Banashankari,3.3,4.8,6.0,5,3700000
869,2,2,1.0,1.0,6,3,7,Independent House,Semi-Furnished,Ready to Move,Marathahalli,3.3,15.3,3.0,4,6280000
1681,3,4,2.0,1.0,9,1,5,Apartment,Furnished,Ready to Move,Sarjapur Road,3.2,24.2,1.0,1,10190000
1281,3,4,1.0,1.0,11,8,10,Apartment,Unfurnished,Under Construction,Jayanagar,5.1,1.0,3.0,2,11900000
1193,3,4,2.0,1.0,9,3,10,Independent House,Semi-Furnished,Ready to Move,Marathahalli,3.4,14.2,3.0,3,9360000
1382,2,2,1.0,1.0,14,11,15,Villa,Unfurnished,Ready to Move,Whitefield,2.2,21.7,0.0,4,10880000
1909,3,3,2.0,2.0,2,2,10,Apartment,Semi-Furnished,Ready to Move,HSR Layout,7.2,14.4,5.0,4,22390000
3061,5,5,0.0,1.0,6,1,10,Apartment,Semi-Furnished,Ready to Move,Electronic City,3.8,23.3,4.0,4,19110000
1166,2,3,2.0,1.0,3,2,5,Apartment,Semi-Furnished,Under Construction,Indiranagar,9.1,1.0,6.0,3,15280000
527,2,2,2.0,0.0,26,5,20,Villa,Semi-Furnished,Under Construction,Whitefield,3.8,16.1,2.0,2,3540000
800,2,2,2.0,1.0,4,1,3,Apartment,Unfurnished,Under Construction,Koramangala,7.6,8.1,7.0,0,8450000
1268,3,3,2.0,1.0,25,15,25,Apartment,Unfurnished,Ready to Move,HSR Layout,5.1,11.3,2.0,0,11770000
1333,3,3,3.0,1.0,11,4,10,Apartment,Furnished,Ready to Move,Banashankari,5.4,4.6,1.0,2,11580000
856,2,3,2.0,1.0,10,2,5,Apartment,Semi-Furnished,Under Construction,Electronic City,1.3,23.5,1.0,3,4530000
300,1,1,1.0,,5,5,7,Independent House,Furnished,Ready to Move,Indiranagar,8.8,5.9,6.0,3,6070000
592,1,1,2.0,1.0,4,3,3,Independent House,Furnished,Ready to Move,Koramangala,7.0,1.0,5.0,3,9270000
1053,2,3,0.0,1.0,5,3,5,Villa,Furnished,Ready to Move,Marathahalli,6.6,7.7,3.0,1,12950000
1254,2,2,2.0,2.0,2,3,7,Apartment,Semi-Furnished,Under Construction,HSR Layout,7.1,10.9,5.0,0,14400000
2358,5,5,2.0,1.0,18,5,10,Apartment,Unfurnished,Ready to Move,HSR Layout,6.3,16.1,8.0,2,19180000
1156,3,3,0.0,1.0,12,2,5,Apartment,Furnished,Under Construction,Jayanagar,5.0,6.8,4.0,2,12800000
440,2,3,2.0,2.0,12,3,10,Apartment,Unfurnished,Ready to Move,Whitefield,2.3,12.7,6.0,2,2280000
1882,4,5,2.0,2.0,4,7,15,Independent House,Semi-Furnished,Ready to Move,Whitefield,5.1,15.2,2.0,1,16390000
1652,3,4,1.0,1.0,0,1,10,Apartment,Furnished,Under Construction,HSR Layout,9.0,11.9,2.0,1,18330000
1228,3,4,1.0,1.0,9,5,7,Apartment,Semi-Furnished,Ready to Move,Whitefield,4.9,22.2,3.0,2,9550000
785,1,1,1.0,1.0,3,2,5,Apartment,Unfurnished,Ready to Move,Whitefield,4.6,19.4,4.0,5,4890000
901,2,2,3.0,1.0,16,3,3,Villa,Semi-Furnished,Ready to Move,Electronic City,3.6,20.5,4.0,2,6270000
2058,4,4,1.0,1.0,12,13,15,Apartment,Furnished,Ready to Move,Hebbal,5.2,14.4,5.0,3,23100000
1018,3,4,2.0,2.0,1,4,10,Apartment,Furnished,Under Construction,Marathahalli,4.3,17.3,4.0,2,6690000
1004,2,2,0.0,0.0,7,2,10,Apartment,Semi-Furnished,Ready to Move,Jayanagar,5.6,8.1,5.0,1,11170000
845,3,4,1.0,1.0,9,2,5,Independent House,Furnished,Ready to Move,HSR Layout,4.9,7.1,1.0,1,13070000
2277,4,5,2.0,2.0,6,5,5,Apartment,Unfurnished,Ready to Move,Yelahanka,3.2,18.7,2.0,2,10080000
1087,2,3,1.0,0.0,5,5,15,Independent House,Unfurnished,Under Construction,Electronic City,5.6,20.9,3.0,2,6320000
1780,3,3,3.0,1.0,2,7,10,Independent House,Semi-Furnished,Under Construction,Whitefield,5.5,18.2,4.0,2,14980000
2228,5,5,1.0,2.0,2,13,25,Apartment,Unfurnished,Under Construction,Marathahalli,2.1,12.1,2.0,2,13940000
980,2,2,1.0,2.0,11,9,25,Independent House,Semi-Furnished,Ready to Move,Whitefield,4.0,20.1,2.0,1,7860000
1557,3,3,0.0,1.0,0,1,15,Apartment,Unfurnished,Ready to Move,Electronic City,4.4,23.7,0.0,1,9780000
1523,3,4,3.0,0.0,12,2,7,Independent House,Semi-Furnished,Ready to Move,Jayanagar,8.9,1.0,8.0,3,18220000
1157,3,3,1.0,0.0,5,5,5,Apartment,Unfurnished,Ready to Move,Yelahanka,5.7,13.8,3.0,1,6680000
495,2,3,1.0,1.0,22,6,7,Apartment,Unfurnished,Ready to Move,Jayanagar,6.4,4.6,5.0,1,3470000
1015,2,3,1.0,0.0,47,6,25,Apartment,Furnished,Under Construction,Sarjapur Road,4.9,21.1,1.0,6,3650000
1357,3,3,1.0,0.0,8,1,7,Apartment,Unfurnished,Under Construction,Banashankari,5.0,5.4,4.0,3,8110000
842,2,2,2.0,2.0,4,2,15,Independent House,Unfurnished,Ready to Move,Koramangala,7.8,3.0,7.0,4,13630000
1095,2,2,2.0,2.0,5,16,25,Apartment,Unfurnished,Ready to Move,HSR Layout,6.4,12.4,4.0,1,10370000
941,2,2,1.0,2.0,1,15,15,Villa,Furnished,Ready to Move,Electronic City,3.4,22.1,6.0,2,7860000
404,1,1,1.0,0.0,0,8,10,Apartment,Semi-Furnished,Ready to Move,Indiranagar,10.0,9.6,3.0,3,6070000
1718,5,5,2.0,0.0,6,5,5,Independent House,Semi-Furnished,Under Construction,Electronic City,1.2,21.5,5.0,1,9600000
735,2,2,1.0,2.0,13,1,5,Apartment,Unfurnished,Ready to Move,Yelahanka,3.7,21.6,4.0,3,3310000
4140,5,6,1.0,1.0,2,10,10,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,6.0,24.2,4.0,0,26570000
1087,2,2,1.0,2.0,4,13,25,Apartment,Unfurnished,Under Construction,Marathahalli,6.1,15.4,1.0,2,5540000
1452,3,3,1.0,2.0,6,10,20,Villa,Semi-Furnished,Under Construction,Electronic City,4.2,23.3,4.0,2,9390000
915,2,2,0.0,2.0,19,3,5,Apartment,Semi-Furnished,Ready to Move,Hebbal,3.9,13.7,0.0,2,6910000
1330,3,4,1.0,1.0,1,6,7,Apartment,Furnished,Ready to Move,Banashankari,5.8,10.4,5.0,2,13240000
1726,3,4,1.0,1.0,2,10,10,Apartment,Unfurnished,Under Construction,Hebbal,7.0,12.4,2.0,3,15390000
856,2,2,0.0,1.0,20,7,10,Villa,Furnished,Ready to Move,Whitefield,3.6,23.5,3.0,3,8230000
2230,4,5,2.0,1.0,0,2,5,Apartment,Unfurnished,Under Construction,Marathahalli,4.5,15.5,4.0,4,13120000
883,2,3,3.0,1.0,8,3,7,Apartment,Semi-Furnished,Ready to Move,Whitefield,4.0,24.2,0.0,2,5990000
1943,3,4,3.0,2.0,8,20,25,Apartment,Unfurnished,Ready to Move,HSR Layout,5.4,5.6,3.0,0,20710000
3215,5,5,2.0,0.0,3,23,25,Independent House,Furnished,Ready to Move,Whitefield,3.9,20.6,3.0,4,30680000
2498,4,5,1.0,2.0,5,6,10,Independent House,Unfurnished,Ready to Move,Marathahalli,4.2,17.0,3.0,2,17400000
2472,5,5,0.0,0.0,15,8,10,Apartment,Semi-Furnished,Under Construction,Sarjapur Road,2.3,14.6,1.0,3,10570000
1151,2,3,2.0,1.0,1,5,5,Apartment,Unfurnished,Ready to Move,Whitefield,2.7,21.3,5.0,1,7200000
890,2,2,0.0,2.0,2,6,15,Apartment,Semi-Furnished,Under Construction,Electronic City,2.0,23.8,9.0,1,5060000
970,2,3,1.0,0.0,5,2,3,Apartment,Semi-Furnished,Ready to Move,Indiranagar,9.2,10.2,2.0,3,13720000
1857,3,4,1.0,1.0,4,1,5,Apartment,Unfurnished,Ready to Move,Electronic City,1.1,21.0,0.0,2,8260000
1108,3,3,1.0,0.0,6,1,3,Villa,Furnished,Ready to Move,Koramangala,4.7,4.6,2.0,3,23120000
988,2,3,2.0,2.0,20,3,7,Apartment,Furnished,Ready to Move,Electronic City,5.4,20.3,6.0,3,6300000
1522,3,3,2.0,2.0,19,10,20,Independent House,Unfurnished,Ready to Move,Sarjapur Road,2.1,17.6,1.0,5,9520000
1048,2,2,2.0,2.0,2,12,25,Apartment,Semi-Furnished,Ready to Move,Whitefield,4.0,24.9,3.0,3,8310000
864,2,2,2.0,2.0,2,10,10,Villa,Semi-Furnished,Ready to Move,Whitefield,,19.9,1.0,6,9730000
1984,3,4,1.0,1.0,1,9,15,Apartment,Furnished,Under Construction,Electronic City,1.2,19.9,3.0,1,11490000
1037,3,3,2.0,0.0,21,2,7,Apartment,Semi-Furnished,Ready to Move,Yelahanka,0.8,15.5,1.0,1,3930000
2583,4,4,,1.0,4,7,10,Apartment,Unfurnished,Ready to Move,Marathahalli,3.1,12.4,3.0,2,17970000
1180,2,3,2.0,1.0,4,9,15,Apartment,Furnished,Ready to Move,Marathahalli,5.4,12.7,3.0,2,9250000
1932,3,4,0.0,1.0,12,4,10,Apartment,Unfurnished,Ready to Move,Electronic City,3.3,20.4,3.0,1,8710000
375,1,2,2.0,2.0,5,2,3,Villa,Unfurnished,Under Construction,Marathahalli,4.0,12.5,4.0,4,2160000
784,2,2,3.0,1.0,1,5,15,Independent House,Semi-Furnished,Ready to Move,Whitefield,3.9,16.4,4.0,1,7360000
1817,3,3,0.0,0.0,4,5,5,Apartment,Unfurnished,Under Construction,Marathahalli,4.8,14.2,3.0,2,9270000
1249,4,4,0.0,1.0,7,1,3,Apartment,Unfurnished,Ready to Move,Yelahanka,5.1,13.1,3.0,1,6250000
644,2,3,0.0,0.0,10,6,10,Apartment,Semi-Furnished,Ready to Move,Marathahalli,8.5,17.4,1.0,2,4030000
857,2,2,1.0,1.0,8,3,3,Apartment,Furnished,Under Construction,Yelahanka,2.8,15.1,3.0,4,4670000
1453,3,3,1.0,1.0,1,9,10,Apartment,Unfurnished,Under Construction,Sarjapur Road,6.0,19.2,2.0,1,8310000
1252,2,3,2.0,1.0,2,6,10,Independent House,Semi-Furnished,Ready to Move,Koramangala,9.5,5.2,5.0,2,21770000
1925,4,4,1.0,0.0,10,6,7,Independent House,Unfurnished,Ready to Move,Yelahanka,3.4,10.5,3.0,3,10500000
1229,3,3,1.0,2.0,16,19,25,Independent House,Semi-Furnished,Ready to Move,Whitefield,1.0,19.2,8.0,3,8630000
1009,2,2,2.0,0.0,0,2,15,Apartment,Semi-Furnished,Ready to Move,Jayanagar,6.1,11.2,3.0,3,11420000
1531,3,3,1.0,1.0,0,1,5,Independent House,Semi-Furnished,Ready to Move,Koramangala,7.5,1.7,5.0,4,25810000
1523,3,3,1.0,1.0,8,3,15,Villa,Furnished,Ready to Move,Whitefield,4.9,26.8,3.0,2,17290000
916,2,2,2.0,0.0,6,4,7,Apartment,Semi-Furnished,Under Construction,Indiranagar,8.4,6.6,5.0,4,11410000
852,3,4,2.0,0.0,1,3,15,Apartment,Semi-Furnished,Ready to Move,HSR Layout,5.5,11.6,3.0,2,8330000
449,1,1,0.0,0.0,6,7,15,Independent House,Semi-Furnished,Ready to Move,Indiranagar,10.0,5.7,3.0,3,7290000
1797,3,3,0.0,1.0,29,4,5,Apartment,Semi-Furnished,Under Construction,Marathahalli,6.0,17.1,2.0,0,7890000
985,2,3,1.0,2.0,7,6,10,Apartment,Semi-Furnished,Ready to Move,Whitefield,1.3,23.3,4.0,2,7590000
1870,4,5,1.0,1.0,4,6,20,Apartment,Furnished,Ready to Move,Koramangala,7.6,3.9,2.0,1,33660000
1162,2,3,1.0,1.0,14,1,7,Apartment,Furnished,Ready to Move,Jayanagar,7.6,4.7,2.0,0,13160000
735,2,3,2.0,1.0,1,1,3,Apartment,Semi-Furnished,Under Construction,Electronic City,5.3,17.7,1.0,3,3520000
1909,4,5,2.0,0.0,4,3,3,Independent House,Furnished,Ready to Move,Sarjapur Road,3.0,20.4,4.0,1,13620000
565,1,1,1.0,0.0,6,5,5,Villa,Semi-Furnished,Under Construction,Marathahalli,3.7,14.2,8.0,1,3970000
866,2,3,2.0,2.0,5,1,3,Villa,Unfurnished,Ready to Move,Hebbal,5.1,9.5,2.0,0,8490000
969,2,2,1.0,0.0,20,2,7,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,4.7,16.3,3.0,2,5660000
914,2,2,1.0,2.0,2,4,7,Villa,Unfurnished,Ready to Move,Indiranagar,6.4,4.8,2.0,3,16950000
1440,4,4,2.0,0.0,0,2,5,Apartment,Semi-Furnished,Ready to Move,Marathahalli,1.0,11.1,3.0,2,11280000
1450,3,3,2.0,1.0,19,7,10,Apartment,Semi-Furnished,Ready to Move,HSR Layout,8.2,10.1,1.0,1,14760000
403,1,1,,2.0,1,6,25,Apartment,Unfurnished,Under Construction,Electronic City,1.8,17.1,4.0,2,1890000
1446,3,3,0.0,1.0,3,4,20,Apartment,Semi-Furnished,Ready to Move,Hebbal,8.2,10.4,6.0,1,12320000
1784,3,3,2.0,1.0,6,6,7,Apartment,Semi-Furnished,Under Construction,Indiranagar,7.4,1.5,2.0,5,25690000
1887,4,5,1.0,1.0,29,13,15,Apartment,Unfurnished,Ready to Move,Hebbal,4.7,12.6,2.0,5,12310000
727,2,3,1.0,1.0,6,16,20,Apartment,Unfurnished,Ready to Move,Hebbal,5.6,9.1,3.0,1,6120000
1364,3,3,0.0,1.0,4,15,20,Apartment,Furnished,Ready to Move,Hebbal,1.8,10.3,3.0,2,12770000
1167,3,4,2.0,2.0,7,13,20,Independent House,Semi-Furnished,Ready to Move,Yelahanka,7.3,22.8,4.0,3,7180000
1566,3,3,1.0,1.0,28,12,15,Apartment,Furnished,Ready to Move,Indiranagar,8.1,7.6,9.0,2,23970000
1358,3,4,3.0,1.0,13,7,7,Villa,Furnished,Ready to Move,Electronic City,2.1,23.8,3.0,1,10390000
1274,2,2,1.0,2.0,1,3,3,Apartment,Furnished,Ready to Move,Marathahalli,2.3,17.9,1.0,3,11180000
1725,3,3,1.0,1.0,13,6,10,Apartment,Semi-Furnished,Under Construction,Electronic City,3.9,23.5,4.0,2,8600000
1357,3,3,2.0,1.0,14,1,3,Independent House,Semi-Furnished,Ready to Move,Marathahalli,4.4,9.8,2.0,5,12340000
3200,5,5,1.0,2.0,9,21,25,Apartment,Unfurnished,Ready to Move,Sarjapur Road,2.0,14.1,3.0,5,22180000
875,2,2,1.0,1.0,8,6,7,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,1.6,9.9,5.0,0,5330000
1409,3,3,1.0,1.0,4,15,25,Villa,Semi-Furnished,Ready to Move,Electronic City,4.9,22.6,1.0,4,10510000
1855,4,4,1.0,2.0,8,7,15,Apartment,Semi-Furnished,Ready to Move,Koramangala,7.0,1.0,2.0,5,29480000
1614,3,3,2.0,1.0,10,3,7,Independent House,Furnished,Ready to Move,Indiranagar,6.1,3.3,5.0,2,31540000
2573,4,4,1.0,1.0,1,4,5,Apartment,Semi-Furnished,Ready to Move,Koramangala,7.8,3.0,3.0,1,46940000
2319,4,5,3.0,1.0,2,5,5,Apartment,Semi-Furnished,Under Construction,Yelahanka,2.4,14.2,2.0,3,11460000
1125,2,2,2.0,1.0,1,7,10,Apartment,Unfurnished,Under Construction,Electronic City,6.3,21.9,4.0,1,4740000
1658,3,3,1.0,0.0,14,7,15,Apartment,Semi-Furnished,Ready to Move,Koramangala,7.2,3.2,1.0,4,21430000
1054,2,3,1.0,1.0,9,2,25,Independent House,Semi-Furnished,Ready to Move,Whitefield,3.9,18.9,3.0,3,8790000
1080,3,4,1.0,1.0,4,4,5,Villa,Semi-Furnished,Ready to Move,Marathahalli,4.3,9.4,4.0,0,10130000
1273,2,2,1.0,1.0,13,4,5,Apartment,Semi-Furnished,Ready to Move,Marathahalli,3.1,14.7,2.0,1,8510000
1905,3,4,2.0,1.0,10,3,3,Apartment,Semi-Furnished,Ready to Move,Electronic City,4.0,28.5,4.0,1,9890000
1334,3,3,0.0,1.0,19,2,7,Villa,Semi-Furnished,Ready to Move,Whitefield,2.8,20.8,2.0,2,11700000
879,2,2,3.0,1.0,0,4,15,Apartment,Semi-Furnished,Under Construction,Electronic City,3.0,28.8,1.0,0,3980000
1066,2,2,0.0,1.0,5,5,5,Apartment,Semi-Furnished,Ready to Move,Electronic City,3.9,20.3,1.0,1,4630000
3108,5,6,1.0,1.0,9,7,10,Apartment,Unfurnished,Ready to Move,Marathahalli,5.7,13.2,3.0,1,20510000
527,1,1,0.0,1.0,1,3,7,Apartment,Unfurnished,Ready to Move,Marathahalli,3.1,13.9,1.0,1,2840000
412,1,2,1.0,0.0,3,1,7,Villa,Semi-Furnished,Ready to Move,Electronic City,2.4,21.5,1.0,1,3110000
1008,2,2,2.0,0.0,4,7,10,Independent House,Furnished,Ready to Move,HSR Layout,8.6,13.5,9.0,3,14730000
3108,5,6,2.0,1.0,12,6,10,Apartment,Unfurnished,Under Construction,Banashankari,3.8,1.4,0.0,0,20740000
3206,5,5,1.0,1.0,5,2,7,Apartment,Semi-Furnished,Ready to Move,Indiranagar,8.6,3.6,6.0,2,55750000
1497,3,3,2.0,0.0,5,1,10,Apartment,Furnished,Ready to Move,Sarjapur Road,6.2,23.0,3.0,1,10940000
1891,4,4,2.0,1.0,4,6,7,Apartment,Unfurnished,Ready to Move,Koramangala,8.1,2.5,3.0,1,30180000
1138,2,3,2.0,2.0,2,8,10,Apartment,Unfurnished,Ready to Move,Indiranagar,8.3,7.8,4.0,2,15100000
2836,5,5,2.0,0.0,20,5,25,Independent House,Furnished,Ready to Move,Whitefield,4.1,21.8,4.0,2,22470000
861,2,3,2.0,1.0,3,13,15,Apartment,Unfurnished,Ready to Move,Jayanagar,5.6,5.8,3.0,1,8740000
915,2,3,1.0,1.0,6,7,7,Apartment,Semi-Furnished,Ready to Move,Banashankari,5.3,8.9,4.0,4,7180000
618,2,2,1.0,0.0,1,8,15,Apartment,Semi-Furnished,Ready to Move,Electronic City,1.9,21.7,3.0,2,3430000
1348,3,4,1.0,2.0,4,7,15,Apartment,Unfurnished,Under Construction,Whitefield,5.5,13.6,7.0,1,9560000
1592,3,4,2.0,2.0,18,3,7,Apartment,Unfurnished,Ready to Move,Whitefield,4.4,21.4,3.0,3,10340000
1014,2,2,2.0,0.0,43,15,15,Villa,Semi-Furnished,Under Construction,Electronic City,3.7,20.2,2.0,4,4340000
3651,5,5,2.0,2.0,3,4,7,Apartment,Semi-Furnished,Under Construction,Koramangala,10.0,1.0,1.0,0,57810000
900,2,2,3.0,1.0,1,14,15,Villa,Unfurnished,Under Construction,Whitefield,2.2,21.2,1.0,4,6480000
1042,2,2,1.0,0.0,3,4,7,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,3.7,19.0,3.0,5,5420000
1621,3,3,2.0,1.0,3,1,20,Apartment,Semi-Furnished,Under Construction,Indiranagar,9.6,7.9,3.0,3,21010000
2055,3,3,2.0,0.0,8,6,10,Apartment,Semi-Furnished,Ready to Move,HSR Layout,5.4,9.2,5.0,2,22180000
2057,4,5,2.0,1.0,5,3,7,Apartment,Semi-Furnished,Ready to Move,Yelahanka,4.4,18.6,5.0,0,13410000
1107,3,3,2.0,0.0,11,7,7,Apartment,Unfurnished,Under Construction,Whitefield,3.5,20.1,1.0,2,6180000
1637,3,4,1.0,1.0,9,3,7,Apartment,Semi-Furnished,Ready to Move,Banashankari,5.1,9.0,6.0,3,13790000
1304,2,2,0.0,1.0,2,3,5,Villa,Semi-Furnished,Ready to Move,Electronic City,3.1,23.3,2.0,3,10940000
1309,3,3,3.0,1.0,12,1,3,Villa,Semi-Furnished,Ready to Move,Yelahanka,3.2,12.0,4.0,1,9100000
3271,5,6,0.0,0.0,15,4,7,Apartment,Semi-Furnished,Ready to Move,Marathahalli,4.1,15.1,7.0,0,23770000
685,1,2,1.0,1.0,7,4,10,Apartment,Semi-Furnished,Under Construction,Hebbal,5.0,12.3,2.0,2,4880000
2406,4,4,1.0,0.0,21,6,7,Apartment,Semi-Furnished,Ready to Move,Banashankari,4.0,7.2,2.0,2,16310000
1435,3,3,1.0,1.0,12,1,3,Apartment,Semi-Furnished,Ready to Move,HSR Layout,5.3,10.3,3.0,3,16020000
817,2,2,2.0,0.0,7,7,10,Apartment,Furnished,Under Construction,Banashankari,5.1,15.6,3.0,3,6670000
2754,5,5,2.0,1.0,18,5,5,Independent House,Furnished,Under Construction,Electronic City,3.4,16.2,3.0,0,14760000
1528,3,3,3.0,1.0,7,4,5,Apartment,Semi-Furnished,Under Construction,Electronic City,2.3,21.6,5.0,3,7810000
1122,2,3,1.0,1.0,5,2,5,Apartment,Semi-Furnished,Ready to Move,Electronic City,3.8,24.4,3.0,1,6050000
1013,2,2,2.0,1.0,3,7,10,Apartment,Furnished,Ready to Move,Jayanagar,6.0,2.3,3.0,0,12570000
877,2,2,2.0,1.0,17,3,3,Apartment,Unfurnished,Ready to Move,Koramangala,10.0,5.1,1.0,3,10400000
2222,4,4,3.0,1.0,1,2,7,Villa,Semi-Furnished,Ready to Move,Jayanagar,10.0,6.9,2.0,0,37950000
1640,3,3,3.0,1.0,5,2,10,Apartment,Semi-Furnished,Ready to Move,Jayanagar,8.8,1.2,4.0,1,22320000
2151,4,4,2.0,2.0,6,4,5,Apartment,Furnished,Ready to Move,Sarjapur Road,5.7,16.2,6.0,1,17730000
791,2,2,0.0,1.0,6,7,7,Villa,Furnished,Ready to Move,Hebbal,6.2,17.4,4.0,3,9110000
915,2,2,0.0,1.0,8,1,7,Apartment,Furnished,Ready to Move,Indiranagar,8.4,1.0,1.0,0,17010000
654,1,2,2.0,2.0,5,16,20,Villa,Semi-Furnished,Ready to Move,Electronic City,0.5,20.7,4.0,3,4070000
1012,3,3,2.0,2.0,2,8,15,Apartment,Semi-Furnished,Ready to Move,HSR Layout,4.8,9.5,1.0,2,14200000
1627,5,6,2.0,1.0,15,2,25,Apartment,Semi-Furnished,Under Construction,Koramangala,7.0,4.0,5.0,1,20550000
1822,3,3,1.0,0.0,8,8,10,Villa,Furnished,Ready to Move,Whitefield,6.1,18.8,0.0,1,18970000
1047,2,2,2.0,1.0,15,3,10,Apartment,Semi-Furnished,Ready to Move,Electronic City,3.7,22.2,3.0,3,5550000
2242,4,5,1.0,1.0,2,4,20,Apartment,Furnished,Ready to Move,HSR Layout,5.3,9.9,1.0,0,31030000
1098,3,4,1.0,1.0,8,3,7,Apartment,Unfurnished,Ready to Move,Banashankari,1.9,10.1,4.0,3,7000000
631,1,1,1.0,1.0,10,8,10,Apartment,Semi-Furnished,Ready to Move,Jayanagar,10.0,8.5,4.0,1,6560000
2110,4,5,3.0,1.0,3,4,7,Villa,Semi-Furnished,Ready to Move,Electronic City,4.1,23.3,4.0,2,19350000
648,2,3,1.0,1.0,13,1,10,Independent House,Unfurnished,Under Construction,Marathahalli,5.4,14.7,2.0,5,3910000
1220,2,3,2.0,1.0,0,1,3,Independent House,Semi-Furnished,Ready to Move,Koramangala,7.2,1.0,4.0,1,18490000
980,2,2,1.0,0.0,7,9,15,Villa,Unfurnished,Ready to Move,Indiranagar,8.5,5.3,3.0,2,18070000
1289,3,4,2.0,0.0,7,1,25,Apartment,Furnished,Under Construction,Marathahalli,3.5,17.3,1.0,2,8850000
878,2,3,2.0,1.0,6,2,3,Apartment,Furnished,Under Construction,Indiranagar,8.8,1.0,4.0,3,11400000
567,2,3,3.0,,7,7,15,Apartment,Semi-Furnished,Ready to Move,Electronic City,6.1,18.0,4.0,1,3430000
1062,2,3,0.0,2.0,1,5,5,Apartment,Unfurnished,Ready to Move,Banashankari,2.9,12.5,0.0,2,8870000
1473,3,4,1.0,0.0,9,1,5,Apartment,Semi-Furnished,Under Construction,Yelahanka,2.9,11.5,2.0,5,5920000
2691,5,5,2.0,0.0,3,6,10,Independent House,Unfurnished,Under Construction,Marathahalli,4.5,13.7,2.0,0,19610000
1757,3,3,1.0,1.0,4,2,3,Apartment,Semi-Furnished,Under Construction,Jayanagar,6.5,4.3,4.0,1,21650000
687,2,2,1.0,1.0,3,10,10,Apartment,Furnished,Ready to Move,Marathahalli,5.5,18.3,3.0,1,5200000
836,2,2,1.0,1.0,5,2,3,Apartment,Unfurnished,Ready to Move,HSR Layout,3.7,10.9,5.0,1,8910000
788,2,2,2.0,1.0,7,8,10,Independent House,Unfurnished,Ready to Move,Electronic City,6.2,24.4,7.0,1,5110000
897,2,2,0.0,0.0,14,6,10,Villa,Unfurnished,Ready to Move,Whitefield,2.3,20.2,2.0,2,6220000
1418,3,3,1.0,0.0,5,9,20,Villa,Semi-Furnished,Ready to Move,Indiranagar,7.0,11.0,4.0,1,24750000
1520,3,4,2.0,0.0,3,15,15,Apartment,Furnished,Ready to Move,Jayanagar,6.0,3.8,4.0,0,19970000
1302,3,4,1.0,1.0,5,3,5,Independent House,Furnished,Under Construction,HSR Layout,5.4,11.0,3.0,2,15810000
1154,3,3,0.0,2.0,9,1,7,Apartment,Semi-Furnished,Ready to Move,Banashankari,5.3,11.8,1.0,1,8760000
1270,2,3,1.0,1.0,3,19,20,Independent House,Unfurnished,Ready to Move,Yelahanka,3.5,20.5,1.0,1,7190000
1408,2,2,2.0,0.0,4,15,15,Apartment,Furnished,Under Construction,Sarjapur Road,3.8,17.2,3.0,3,9110000
1440,3,4,1.0,1.0,6,2,10,Apartment,Unfurnished,Ready to Move,Jayanagar,4.5,1.0,1.0,3,15640000
806,2,3,2.0,2.0,2,8,10,Apartment,Semi-Furnished,Ready to Move,Hebbal,4.8,10.8,2.0,2,7040000
